sku_number,sku_description,department,promotion_name,promo_demand_source_quality_repaired,long_tail_sku_flag,basket_completion_sku_flag,basket_3plus_attachment_rate,long_tail_stockout_risk_score,long_tail_protection_value,data_fix_required
96179,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96180,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96181,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96182,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96183,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96184,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96185,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96186,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96187,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96188,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96189,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96217,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96218,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96219,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96220,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96221,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96222,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
962228,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96223,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96224,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96227,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96228,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96229,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96230,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96231,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96233,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96234,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96512,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96513,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96514,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
96515,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
966436,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
966444,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
977861,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
977926,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
980536,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
980579,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
980811,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
10045,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
10175,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
101948,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
102031,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
102054,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
102080,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
102082,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
102282,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
102634,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
102640,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
102642,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
10399,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
10425,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
10426,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
10431,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
10432,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
10435,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
10509,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
10513,0.0,FOOTCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
10516,0.0,FOOTCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
105861,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
11319,0.0,ACHE PAIN SUPPORT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
115658,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
11589,0.0,MENS GROOMING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
115892,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
116646,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
116671,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
116745,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
116900,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
11896,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
1226,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
1227,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
1228,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
1229,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
1230,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
12658,0.0,HAIR ACC BRUSHES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
12692,0.0,HAIR ACC BRUSHES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
13139,0.0,HAIR REMOVAL,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
13141,0.0,HAIR REMOVAL,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
1342,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
13438,0.0,FAMILY PLANNING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
13440,0.0,HAIR REMOVAL,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
13628,0.0,FEMININE CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
13629,0.0,FEMININE CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
13630,0.0,FEMININE CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
14359,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
14528,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
14739,0.0,BATH TOILETRIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
15138,0.0,FEMININE CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
15151,0.0,FEMININE CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
15814,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
15820,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
15827,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
15841,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
15842,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
15844,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
15845,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
16235,0.0,ANALGESICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
16527,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
16529,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
16828,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
16963,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17004,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17381,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17385,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17388,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17400,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17405,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17409,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17414,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17553,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17596,0.0,ALLERGY,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17648,0.0,DIGESTIVE CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17649,0.0,DIGESTIVE CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17650,0.0,DIGESTIVE CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17845,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
17959,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
18022,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
18024,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
18030,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
184,0.0,BATH TOILETRIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
184704,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
184733,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
184758,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
184798,0.0,ORAL HEALTH,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185,0.0,BATH TOILETRIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
18509,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185178,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185179,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185329,0.0,BATH TOILETRIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185346,0.0,BATH TOILETRIES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185396,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185397,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185409,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185410,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185491,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185492,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185493,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185494,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185495,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185496,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185497,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185622,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185625,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
185651,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
18571,0.0,HAIR ACC BRUSHES,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
18612,0.0,SMOKING CESSATION,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
18614,0.0,SMOKING CESSATION,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186374,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186375,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186376,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186382,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186439,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186440,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186441,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186442,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186515,0.0,TANNING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186516,0.0,TANNING,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186811,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
186987,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187203,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187222,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187227,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187228,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187272,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187274,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187276,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187277,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187279,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187630,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187639,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187759,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187760,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187763,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187765,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187768,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187769,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187770,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187839,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187985,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187986,0.0,BABY CARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
187997,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188009,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188011,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188013,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188037,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188131,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188137,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188147,0.0,SUNCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188162,0.0,VITAMIN SUPPLEMENT,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188216,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188217,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188218,0.0,HAIRCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188241,0.0,FIRSTAID WOUNDCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188245,0.0,FIRSTAID WOUNDCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188246,0.0,FIRSTAID WOUNDCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188297,0.0,FRAGRANCE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188361,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188362,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188363,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188365,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188366,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188367,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188368,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188369,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188370,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188371,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188372,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188373,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188374,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188375,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188385,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188386,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188387,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188390,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188391,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188395,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188396,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188397,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188398,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188400,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188401,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188402,0.0,COLOUR COSMETICS,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188953,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188969,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
188973,0.0,SKINCARE,unknown,UNSAFE,NO,NO,UNKNOWN,30.0,0.0,Verify long-tail SOH
